smiles,ri,ri_2
Clc1c(N)cc(Cl)cc1C(=O)OC,1753.8461538461538,104.64042902295873
Clc1c(OCCCC(=O)OC)ccc(Cl)c1,1845.8333333333333,67.06115665107531
ClC(Cl)=COP(=O)(OC)OC,1241.1764705882354,58.10411927664824
ClC(Cl)=C(c1ccc(O)cc1)c1ccc(O)cc1,2468.4210526315787,149.88259149109786
Clc1ccc(C(C#N)(CCCC)Cn2ncnc2)cc1,2180.9523809523807,91.86814759919592
Clc1ccc(CC([C@@H](O)C(C)(C)C)n2ncnc2)cc1.Clc1ccc(CC([C@H](O)C(C)(C)C)n2ncnc2)cc1,2104.7619047619046,77.75494201506595
ClC=1C(=O)N(C(C)(C)C)C(=O)NC=1C,1800.0,111.83612831236725
Clc1nc(NC(C)(C)C)nc(NCC)n1,1769.2307692307693,71.68982584126107
Clc1ccc(OC(C(O)C(C)(C)C)n2ncnc2)cc1,2073.913043478261,69.52383672024561
Clc1ccc(SCSP(=S)(OCC)OCC)cc1,2320.0,95.30383108358257
ClCCO[SH0](=O)OC(COc1ccc(C(C)(C)C)cc1)C,2195.2380952380954,63.950462803088854
Clc1c2c(ccc1)cccc2,1380.6451612903227,73.06358159030098
Clc1cc2nn(-c3c(O)c(C(C)(C)C)cc(C)c3)nc2cc1,2538.8888888888887,72.20338028724609
Clc1n(C(C)C)nc(OP(=S)(OCC)OCC)n1,1804.1666666666667,80.31709525538798
Clc1cc2OC(=O)N(CSP(=S)(OCC)OCC)c2cc1,2533.3333333333335,106.51059839273073
Clc1ccc(-n2ncc(OP(SCCC)(=O)OCC)c2)cc1,2638.8888888888887,106.33050800897492
Clc1c(C)cc(O)cc1,1285.2941176470588,58.519537850942136
Clc1c(C(n2cncc2)(c2ccccc2)c2ccccc2)cccc1,2806.25,158.347685817019
ClCC(=O)N(COC)c1c(CC)cccc1CC,1887.5,68.62408391009909
Clc1c(CN2C(=O)C(C)(C)CO2)cccc1,1746.1538461538462,82.91084205989326
ClCC(=O)N(CCOC)c1c(C)cccc1C,1858.3333333333333,79.47774543109745
ClCC(=O)N(C(COC)C)c1c(CC)cccc1C,1960.8695652173913,67.18825460048063
ClCC(=O)N(CCOCCC)c1c(CC)cccc1CC,2161.904761904762,60.09138315117833
ClCC(=O)N(COC(C)C)c1c(CC)cccc1C,1908.695652173913,18.92626890154383
ClC=1C(=O)N(C(C)(C)C)N=CC=1SCc1ccc(C(C)(C)C)cc1,2700.0,93.54409076231137
Clc1ccc([C@@H](C(O[C@H](C#N)c2cc(Oc3ccccc3)ccc2)=O)C(C)C)cc1,2962.5,96.03319713779365
Clc1cc2c(cc1)cccc2,1377.4193548387098,68.49243949939276
Clc1ccc(Oc2ccccc2)cc1,1593.103448275862,67.17992315415565
Clc1cc2C(c3ccccc3)=NCC(=O)N(C)c2cc1,2473.684210526316,135.0515390604396
Clc1cc(C)c(OCC(=O)OC)cc1,1562.0689655172414,64.08201369565643
ClC=1C(=O)N(c2ccccc2)N=CC=1N,2345.0,215.12825427540463
Clc1nc(NC(C#N)(C)C)nc(NCC)n1,1978.2608695652175,115.69185224284136
O(CCOCCO)CCOCCO,1486.6666666666667,82.0285970810103
O(CCOCCOCCOCCOCCO)CCOCCOCCOCCO,2887.5,108.88393237865573
O(CCOCCOCCOCCOCCO)CCOCCOCCOCCOCCO,3166.6666666666665,112.9938522079404
C(CCCC)CCCC,900.0,0.0
C(CCCCC)CCCC,1000.0,0.4630895582292645
C(CCCCC)CCCCC,1100.0,0.0
C(CCCCCCC)CCCCCC,1400.0,0.0
C(CCCCCCCCC)CCCCCCCC,1800.0,0.2315447791146271
C(CCCCCCCCC)CCCCCCCCC,1900.0,0.4630895582292645
C(CCCCCCCCCCC)CCCCCCCCCC,2200.0,0.0
C(CCCCCCCCCCCC)CCCCCCCCCCC,2400.0,0.0
C(CCCCCCCCCCCCC)CCCCCCCCCCCC,2600.0,0.4630895582292542
C(CCCCCCCCCCCCC)CCCCCCCCCCCCC,2700.0,0.4630895582292748
C(CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCC,3200.0,0.2315447791146271
OCCCCCCCC,1069.4444444444443,18.021901974422203
O(CCOCCOC)CCOC,1226.4705882352941,42.52932781090814
O(CCOCCOCCO)CCOCCOC,1761.5384615384614,71.26235855674176
O(CCOCCOCCOC)CCOCCOCCOC,2034.7826086956522,61.741918709132094
O=C(OC)CCCCCCC/C=C\CCCC,1707.6923076923076,19.64568395103379
O=C(OC)CCCCCCCCCCCCCC,1820.8333333333333,13.979516039045915
O=C(OC)CCCCCCCCCCCCCCC,1921.7391304347825,14.204768840467219
O=C(OC)CCCCCCC/C=C\CCCCCC,1900.0,18.986671887399822
O=C(OC)CCCCCCCCCCCCCCCCC,2123.809523809524,12.745988793167365
O=C(OC)CCCCCCCC=CCCCCCCCC,2095.6521739130435,18.533649493479896
O=C(OC)CCCCCCCCCCCCCCCCCCC,2330.0,11.438312088262839
O=C(OC)CCCCCCCCC/C=C\CCCCCCCC,2300.0,16.67122409625351
O=C(OC)CCCCCCC/C=C\C/C=C\C/C=C\CC,2091.304347826087,26.879328705915974
O=C(OC)CCCCCCCCCCCCCCCCCCCC,2426.315789473684,12.44248523558102
O=C(OC)CCCCCC/C=C\CC=CCC=CCCCCC,2275.0,24.775291365265634
O=C(OC)CCCCCCCCCCC/C=C\CCCCCCCC,2500.0,16.439679317138875
O=C(OC)CCC/C=C\CC=CCC=CCC=CCC=CCC,2260.0,33.712919839090425
O=C(OC)CCCCCCCCCCCCC/C=C\CCCCCCCC,2700.0,16.208134538024247
O=C(OC)CC/C=C\CC=CCC=CCC=CCC=CCC=CCC,2442.1052631578946,36.94967211976654
O=CCCCCCCCCC,1205.8823529411766,19.613204819121766
O(CCOCCOCCOC)CCOCCOC,1765.3846153846155,54.573323323633275
O(CCOCCOCCOCCOC)CCOCCOCCOC,2305.0,65.27247323241477
O(CCOCCOCCOCCOCCOC)CCOCCOCCOCCOC,2831.25,75.80197206265268
O(CCOCCOCCOCCOCCOCCOC)CCOCCOCCOCCOCCOC,3371.4285714285716,85.27463436536021
S(=O)(=O)(Oc1c(CCCC)c(C)nc(NCC)n1)N(C)C,2190.4761904761904,80.66579066679276
O(CC(C)(C)c1ccc(OCC)cc1)Cc1cc(Oc2ccccc2)ccc1,2850.0,95.62799377434303
O=C1N(C(=O)C2=C(N1)CCC2)C1CCCCC1,2340.0,152.17122883413614
O=C1N(CC(CCCC)CC)C(=O)C2C1C1C=CC2C1,2017.391304347826,57.1512917840768
S(P(Sc1ccccc1)(=O)OCC)c1ccccc1,2325.0,136.4956472880756
S(C)c1c(C)cc(OP(=O)(OCC)NC(C)C)cc1,2142.8571428571427,87.12699259827724
S=P(OC)(OC)Oc1cc(C)c(SC)cc1,1973.9130434782608,98.58774008128658
S=P(SC(C(=O)OCC)CC(=O)OCC)(OC)OC,1956.5217391304348,77.40642637445242
S=P(OP(=S)(OCC)OCC)(OCC)OCC,1670.3703703703704,61.56518404681272
S=P(SCCC)(OCC)Oc1ccc(SC)cc1,2300.0,93.54409076231137
O=C/C(=C\c1ccccc1)/CCCCC,1644.4444444444443,48.77876680014916
O=C/C=C/c1ccccc1,1270.5882352941176,74.434836344792
O=C/C=C(/CCC=C(C)C)\C,1267.6470588235295,35.10627459811553
O=C/C(=C/c1ccccc1)/CCCCCC,1742.3076923076924,47.733846771324146
O=CC(Cc1ccc(C(C)(C)C)cc1)C,1527.5862068965516,44.32884874635988
O=CC1CC=C(CCCC(O)(C)C)CC1,1662.962962962963,54.2072055105033
OC/C(=C/c1ccccc1)/CCCCC,1681.4814814814815,50.37385305627219
OCc1ccccc1,1033.3333333333333,56.96001566219949
OCC[C@@H](CCC=C(C)C)C,1226.4705882352941,23.079566365279053
OC/C=C(/CCC=C(C)C)\C,1250.0,28.82732499977168
OC(C=C)(CCC=C(C)C)C,1100.0,18.060492770941295
O=C(OCc1ccccc1)c1ccccc1,1765.3846153846155,83.28487593384764
O=C(OCc1ccccc1)/C=C/c1ccccc1,2095.6521739130435,90.31253101901582
O=C1C2(C)C(C)(C)C(C1)CC2,1148.5714285714287,41.578826763870346
CC1(C)OC2(C)CCC1CC2,1033.3333333333333,19.912851003858353
O=C1Oc2c(cccc2)C=C1,1436.6666666666667,112.82405270325637
O=C(/C(=C\C1C(C)=CCCC1(C)C)/C)C,1473.3333333333333,30.224311833763284
C(CC)Cc1ccccc1,1055.5555555555557,23.771930655768884
